Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
1073,7325273518,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,8.33,"refrigerators, ranges","NSI6DB950012AA, RF29BB860012AA, HA-INST-RNG0E, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1074,7325273518,1305771,Installation Fee,installation,White Glove,30.65,8.33,"refrigerators, ranges","NSI6DB950012AA, RF29BB860012AA, HA-INST-RNG0E, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1075,7325273518,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,8.33,"refrigerators, ranges","NSI6DB950012AA, RF29BB860012AA, HA-INST-RNG0E, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1076,7325701713,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,33.24,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1077,7325701713,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,33.24,tvs,"QN75QN70FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1078,7325769273,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,15.17,75.44,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,15.17,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($122.36) = $15.17
1079,7325769273,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,122.36,75.44,tvs,"QN75QN90FAFXZA, DM_CE_STANDARD_LARGE",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,122.36,0.0,12th Amd (Pg 3): TV Threshold 75-100 Miles @ $119.96,Size: 75-inch | Calc: 1 Unit: $119.96 * 1.02 (GRI) = $122.36
1080,7325109201,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,126.54,tvs,"DM_CE_STANDARD_LARGE, UN85U8000FFXZA",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
1081,7325109201,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,126.54,tvs,"DM_CE_STANDARD_LARGE, UN85U8000FFXZA",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Size: 85-inch | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
1082,7325107816,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,86.8,"refrigerators, washers","HA-HAUL-AWY, WA47CG3500AVA4, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1083,7325107816,1305771,Installation Fee,installation,White Glove,17.03,86.8,"refrigerators, washers","HA-HAUL-AWY, WA47CG3500AVA4, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1084,7325107816,1305780,Unknown,Unknown,Unknown,20.42,86.8,"refrigerators, washers","HA-HAUL-AWY, WA47CG3500AVA4, DM_HA_STANDARD, HA-INST-WAS00",,,SKIPPED,,0.0,0.0,,
1085,7325107816,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,86.8,"refrigerators, washers","HA-HAUL-AWY, WA47CG3500AVA4, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1086,7325107816,1002771,Truck Freight Charge,freight,Last Mile Surcharge,23.88,86.8,"refrigerators, washers","HA-HAUL-AWY, WA47CG3500AVA4, DM_HA_STANDARD, HA-INST-WAS00",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,23.6,0.28,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (86.8 - 75) mi * $2.0 = $23.6
1087,8675676071,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,3.52,41.96,,,,,SKIPPED,,0.0,0.0,,
1088,8675676071,1305782,Installation Fee,installation,White Glove (Replacement),28.37,41.96,,,,,SKIPPED,,0.0,0.0,,
1089,7325124970,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,42.05,"refrigerators, ranges","HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD, NX60A6511SS/AA",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1090,7325124970,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,42.05,"refrigerators, ranges","HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD, NX60A6511SS/AA",,,SKIPPED,,0.0,0.0,,
1091,7325124970,1305771,Installation Fee,installation,White Glove,17.03,42.05,"refrigerators, ranges","HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD, NX60A6511SS/AA",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1092,7325124970,1305780,Unknown,Unknown,Unknown,20.42,42.05,"refrigerators, ranges","HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD, NX60A6511SS/AA",,,SKIPPED,,0.0,0.0,,
1093,7325124970,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,42.05,"refrigerators, ranges","HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD, NX60A6511SS/AA",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1094,7325340766,1002783,Truck Freight Charge,freight,Limited Access (Metro Area),70.38,32.42,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (Metro Area (Tier 2)),LimitedAccess_12thAmd,70.38,0.0,12th Amd (Pg 5): Limited Access (Metro Area) @ $60.0 + 15%,Context: Metro | Calc: ($60.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $70.38
1095,7325340766,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,32.42,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
1096,7325340766,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,32.42,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
1097,8675700010,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,168.29,,,,,SKIPPED,,0.0,0.0,,
1098,8675700010,1009770,Unknown,Unknown,Unknown,87.36,168.29,,,,,SKIPPED,,0.0,0.0,,
1099,8675700010,1002771,Truck Freight Charge,freight,Last Mile Surcharge,185.07,168.29,,,,,SKIPPED,,0.0,0.0,,
1100,7325571081,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,139.07,tvs,"QN55QN70FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
1101,7325571081,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,139.07,tvs,"QN55QN70FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Size: 55-inch | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
1102,7325373567,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,125.57,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
1103,7325373567,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,125.57,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Standard TV | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
1104,8675702864,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,168.29,,,,,SKIPPED,,0.0,0.0,,
1105,8675702864,1009770,Unknown,Unknown,Unknown,87.36,168.29,,,,,SKIPPED,,0.0,0.0,,
1106,8675702864,1002771,Truck Freight Charge,freight,Last Mile Surcharge,185.07,168.29,,,,,SKIPPED,,0.0,0.0,,
1107,7325769274,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.7,66.8,tvs,"QN65QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,16.7,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $110.18) = $16.7
1108,7325769274,1305771,Installation Fee,installation,White Glove,24.48,66.8,tvs,"QN65QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",65-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
1109,7325769274,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,66.8,tvs,"QN65QN90FAFXZA, DM_CE_WHITEGLOVE_LARGE_PAID",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 65-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
1110,7325273317,1002785,Truck Freight Charge,freight,Limited Access (Remote Area),45.9,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1111,7325273317,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1112,7325273317,1305771,Installation Fee,installation,White Glove,30.65,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1113,7325273317,1305780,Unknown,Unknown,Unknown,20.42,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1114,7325273317,1305780,Unknown,Unknown,Unknown,20.42,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1115,7325273317,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1116,7325273317,1002771,Truck Freight Charge,freight,Last Mile Surcharge,61.69,105.89,"refrigerators, dishwashers","RF24BB6600QLAA, DW90F89T0USRAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,61.78,-0.09,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (105.89 - 75) mi * $2.0 = $61.78
1117,7325701716,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.02,109.46,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,16.02,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($129.2) = $16.02
1118,7325701716,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,109.46,tvs,"QN65S95FAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 65-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
1119,7325769275,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,34.78,191.06,tvs,"QN55QEF1AFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,34.78,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($280.5) = $34.78
1120,7325769275,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,280.5,191.06,tvs,"QN55QEF1AFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,280.5,0.0,12th Amd (Pg 3): TV Threshold 175+ Miles @ $275.0,Size: 55-inch | Calc: 1 Unit: $275.0 * 1.02 (GRI) = $280.5
1121,7325571082,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,25.04,,DM_CE_STANDARD_LARGE,,,SKIPPED,,0.0,0.0,,
1122,7325571082,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,25.04,,DM_CE_STANDARD_LARGE,,,SKIPPED,,0.0,0.0,,
1123,7325245947,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,72.56,washers,"WA46CG3505AWA4, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1124,7325245947,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,72.56,washers,"WA46CG3505AWA4, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1125,7325237787,1002785,Truck Freight Charge,freight,Limited Access (Remote Area),52.79,147.74,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (Remote Area (Tier 2)),LimitedAccess_12thAmd,52.78,0.01,12th Amd (Pg 5): Limited Access (Remote Area) @ $45.0 + 15%,Context: Remote | Calc: ($45.0 * 1.02 (GRI)) * 1.15 (Surcharge) = $52.78
1126,7325237787,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,147.74,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
1127,7325237787,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,147.74,monitors,"LS55CG970NNXGO, DM_CE_STANDARD_LARGE",Unknown,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Standard TV | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
1128,8675754765,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,2.2,,,,,SKIPPED,,0.0,0.0,,
1129,8675754765,1009770,Unknown,Unknown,Unknown,87.36,2.2,,,,,SKIPPED,,0.0,0.0,,
1130,8675700869,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,3.52,43.68,,,,,SKIPPED,,0.0,0.0,,
1131,8675700869,1305782,Installation Fee,installation,White Glove (Replacement),28.37,43.68,,,,,SKIPPED,,0.0,0.0,,
1132,7325571085,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,172.3,tvs,"QN55QN80FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1133,7325571085,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,172.3,tvs,"QN55QN80FAFXZA, DM_CE_STANDARD_LARGE",55-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 55-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1134,8675757349,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,158.16,,,,,SKIPPED,,0.0,0.0,,
1135,8675757349,1009900,Unknown,Unknown,Unknown,159.81,158.16,,,,,SKIPPED,,0.0,0.0,,
1136,7325425889,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,6.08,"refrigerators, ranges","NSG6DG8100SRAA, HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1137,7325425889,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,6.08,"refrigerators, ranges","NSG6DG8100SRAA, HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1138,7325425889,1305771,Installation Fee,installation,White Glove,17.03,6.08,"refrigerators, ranges","NSG6DG8100SRAA, HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1139,7325425889,1305780,Unknown,Unknown,Unknown,20.42,6.08,"refrigerators, ranges","NSG6DG8100SRAA, HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1140,7325425889,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,6.08,"refrigerators, ranges","NSG6DG8100SRAA, HA-HAUL-AWY, HA-INST-RNG0G, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1141,7325864647,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,100.77,microwaves,"ME11CB751012AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1142,7325864647,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,100.77,microwaves,"ME11CB751012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1143,7325864647,1002771,Truck Freight Charge,freight,Last Mile Surcharge,51.74,100.77,microwaves,"ME11CB751012AA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,51.54,0.2,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (100.77 - 75) mi * $2.0 = $51.54
1144,7325864590,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,160.59,tvs,"QN65Q8FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
1145,7325864590,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,160.59,tvs,"QN65Q8FAAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 65-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
1146,7325322866,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,129.17,,,,,SKIPPED,,0.0,0.0,,
1147,7325322866,1305771,Installation Fee,installation,White Glove,17.03,129.17,,,,,SKIPPED,,0.0,0.0,,
1148,7325322866,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,129.17,,,,,SKIPPED,,0.0,0.0,,
1149,7325322866,1002771,Truck Freight Charge,freight,Last Mile Surcharge,107.46,129.17,,,,,SKIPPED,,0.0,0.0,,
1150,7325459441,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,82.07,refrigerators,"HA-INST-BESPOKE00, RF29BB8600QLAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1151,7325459441,1305771,Installation Fee,installation,White Glove,17.03,82.07,refrigerators,"HA-INST-BESPOKE00, RF29BB8600QLAA, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1152,7325459441,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,82.07,refrigerators,"HA-INST-BESPOKE00, RF29BB8600QLAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1153,7325459441,1002771,Truck Freight Charge,freight,Last Mile Surcharge,13.93,82.07,refrigerators,"HA-INST-BESPOKE00, RF29BB8600QLAA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,14.14,-0.21,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (82.07 - 75) mi * $2.0 = $14.14
1154,7326101698,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,19.48,refrigerators,"RF90F23AEWAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1155,7326101698,1305771,Installation Fee,installation,White Glove,17.03,19.48,refrigerators,"RF90F23AEWAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
1156,7326101698,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,19.48,refrigerators,"RF90F23AEWAA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
1157,7325433395,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,8.78,"refrigerators, dishwashers, washers","WA47CG3500AWA4, HA-HAUL-AWY, HA-INST-WAS00, DW80CG4021SRAA, HA-INST-DSH00, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
1158,7325433395,1305775,Installation Fee,installation,Complex Install (Costco - $99),112.33,8.78,"refrigerators, dishwashers, washers","WA47CG3500AWA4, HA-HAUL-AWY, HA-INST-WAS00, DW80CG4021SRAA, HA-INST-DSH00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1159,7325433395,1305771,Installation Fee,installation,White Glove,30.65,8.78,"refrigerators, dishwashers, washers","WA47CG3500AWA4, HA-HAUL-AWY, HA-INST-WAS00, DW80CG4021SRAA, HA-INST-DSH00, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
1160,7325433395,1305780,Unknown,Unknown,Unknown,20.42,8.78,"refrigerators, dishwashers, washers","WA47CG3500AWA4, HA-HAUL-AWY, HA-INST-WAS00, DW80CG4021SRAA, HA-INST-DSH00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
1161,7325433395,1305780,Unknown,Unknown,Unknown,20.42,8.78,"refrigerators, dishwashers, washers","WA47CG3500AWA4, HA-HAUL-AWY, HA-INST-WAS00, DW80CG4021SRAA, HA-INST-DSH00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
